YEAR_MONTH,Txn_Date,Invoice_No,Item_Name,Price,Qty,Sub_Total,Discount,Final_Total,Variation,Category
2026-01,2026-01-22,8843.0,Mexicana Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8843.0,Watermelon Juice,80.0,2.0,160.0,0.0,168.0,,Shakes & Juices
2026-01,2026-01-22,8843.0,Loaded Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-22,8842.0,Chicken Pasta,275.0,1.0,275.0,0.0,288.76,,Pasta
2026-01,2026-01-22,8841.0,Slice 200ml,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-22,8840.0,Combo Delight Non-veg,189.0,1.0,189.0,0.0,198.44,,Combos
2026-01,2026-01-22,8839.0,Red Indian Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8839.0,Chicken Pepperoni (7 Inch),315.0,1.0,315.0,0.0,330.76,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8839.0,Mdew@40rs,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-22,8838.0,Super Saver Meal Regular,299.0,1.0,299.0,0.0,313.96,,Combos
2026-01,2026-01-22,8838.0,Hot Chicken Pizza (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8837.0,Las Vegas Pizza (7 Inch),235.0,1.0,235.0,0.0,246.76,7 Inch,Veg Pizza
2026-01,2026-01-22,8837.0,Burn To Hell Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Veg Pizza
2026-01,2026-01-22,8836.0,Chicken Pepperoni (9 Inch),545.0,2.0,1090.0,0.0,1144.5,9 Inch,Non Veg Pizza
2026-01,2026-01-22,8836.0,Brownie With Ice Cream,189.0,1.0,189.0,0.0,198.44,,Desserts
2026-01,2026-01-22,8836.0,Mdew 330ml Can,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-22,8835.0,Pepsi 250ml Pet,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-22,8834.0,Combo Delight Non-veg,189.0,1.0,189.0,0.0,198.44,,Combos
2026-01,2026-01-22,8833.0,Chicken Tikka Butter Masala (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-22,8833.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-22,8832.0,Super Saver Meal Regular,299.0,1.0,299.0,0.0,313.96,,Combos
2026-01,2026-01-22,8832.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-22,8832.0,7up 250ml Pet,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-22,8831.0,Red Indian Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8831.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-22,8830.0,Regular Chicken Burger,105.0,4.0,420.0,0.0,441.0,,Burger
2026-01,2026-01-22,8829.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-22,8829.0,Burger Combo @ 179,179.0,2.0,358.0,0.0,375.9,,Burger
2026-01,2026-01-22,8828.0,Mexicana Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-22,8828.0,Meat Feast Pizza (12 Inch),725.0,1.0,725.0,0.0,761.26,12 Inch,Non Veg Pizza
2026-01,2026-01-22,8828.0,Pepsi@50rs,50.0,1.0,50.0,0.0,50.0,,Soft Drinks
2026-01,2026-01-22,8828.0,Butterscotch Sundae,199.0,1.0,199.0,0.0,208.94,,Sundaes
2026-01,2026-01-22,8827.0,Mineral Water,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-22,8826.0,Schezwan Chicken (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8825.0,Regular Chicken Burger,105.0,4.0,420.0,0.0,441.0,,Burger
2026-01,2026-01-22,8825.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-22,8824.0,Cheese N Corn Chicken (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-22,8823.0,Pineapple Juice,80.0,2.0,160.0,0.0,168.0,,Shakes & Juices
2026-01,2026-01-23,8862.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-23,8862.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-23,8862.0,Pepsi@40rs,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-23,8861.0,Bbq Chicken Pizza (7 Inch),339.0,1.0,339.0,0.0,355.96,7 Inch,Non Veg Pizza
2026-01,2026-01-23,8860.0,Cheesy Fries,155.0,2.0,310.0,0.0,325.5,,Munchies
2026-01,2026-01-23,8860.0,Garlic Bread With Cheese,155.0,1.0,155.0,0.0,162.76,,Garlic Bread
2026-01,2026-01-23,8860.0,Margherita Pizza (12 Inch),475.0,1.0,475.0,0.0,498.76,12 Inch,Veg Pizza
2026-01,2026-01-23,8860.0,Spicy N Hot Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Veg Pizza
2026-01,2026-01-23,8860.0,Mineral Water,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-23,8860.0,Peri Peri Dip,30.0,1.0,30.0,0.0,31.5,,Munchies
2026-01,2026-01-23,8860.0,Hot Garlic Dip,30.0,2.0,60.0,0.0,63.0,,Munchies
2026-01,2026-01-23,8859.0,Spicy N Hot Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Veg Pizza
2026-01,2026-01-23,8859.0,Supreme Veg Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Veg Pizza
2026-01,2026-01-23,8859.0,Veg Pasta,245.0,2.0,490.0,0.0,514.5,,Pasta
2026-01,2026-01-23,8859.0,Veg Pasta,245.0,1.0,245.0,0.0,257.26,,Pasta
2026-01,2026-01-23,8859.0,Garlic Bread With Cheese,155.0,1.0,155.0,0.0,162.76,,Garlic Bread
2026-01,2026-01-23,8858.0,Paneer Tikka Butter Masala (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Veg Pizza
2026-01,2026-01-23,8857.0,Mexicana Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-23,8856.0,2 Regular Non-veg@409,449.0,1.0,449.0,0.0,471.46,,Combos
2026-01,2026-01-23,8856.0,Pepsi@40rs,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-23,8855.0,Burger Combo @ 169,169.0,2.0,338.0,0.0,354.9,,Burger
2026-01,2026-01-23,8855.0,Chikku Shake,89.0,1.0,89.0,0.0,89.0,,Shakes & Juices
2026-01,2026-01-23,8854.0,2 Regular Non-veg@409,489.0,1.0,489.0,0.0,513.46,,Combos
2026-01,2026-01-23,8853.0,Plain Cheese Pizza (7 Inch),135.0,1.0,135.0,0.0,141.76,7 Inch,Veg Pizza
2026-01,2026-01-23,8852.0,Plain Cheese Pizza (7 Inch),135.0,1.0,135.0,0.0,141.76,7 Inch,Veg Pizza
2026-01,2026-01-23,8852.0,Veg Pasta,245.0,1.0,245.0,0.0,257.26,,Pasta
2026-01,2026-01-23,8851.0,Margherita Pizza (9 Inch),295.0,1.0,295.0,0.0,309.76,9 Inch,Veg Pizza
2026-01,2026-01-23,8851.0,Cheesy Fries,155.0,2.0,310.0,0.0,325.5,,Munchies
2026-01,2026-01-23,8850.0,Plain Cheese Pizza (9 Inch),295.0,2.0,590.0,0.0,619.5,9 Inch,Veg Pizza
2026-01,2026-01-23,8850.0,Veg Pasta,245.0,1.0,245.0,0.0,257.26,,Pasta
2026-01,2026-01-23,8849.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-23,8848.0,Chikku Shake,89.0,2.0,178.0,0.0,178.0,,Shakes & Juices
2026-01,2026-01-23,8847.0,Mixed Chicken Salad,189.0,1.0,189.0,0.0,198.44,,Salad
2026-01,2026-01-23,8846.0,Mdew 250ml Pet,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-23,8845.0,Tender Coconut,99.0,2.0,198.0,0.0,198.0,,Shakes & Juices
2026-01,2026-01-23,8845.0,Mint Lime Juice,45.0,1.0,45.0,0.0,47.26,,Shakes & Juices
2026-01,2026-01-23,8845.0,Chicken Nuggets,130.0,1.0,130.0,0.0,136.5,,Munchies
2026-01,2026-01-24,8910.0,Green Apple,99.0,1.0,99.0,0.0,103.96,,Mojitos
2026-01,2026-01-24,8910.0,Blue Mojito,99.0,1.0,99.0,0.0,103.96,,Mojitos
2026-01,2026-01-24,8910.0,Soft Drink,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8909.0,2 Medium Non-veg@759,859.0,1.0,859.0,0.0,901.96,,Combos
2026-01,2026-01-24,8909.0,Pizza Upgrade,130.0,1.0,130.0,0.0,136.5,,Soft Drinks
2026-01,2026-01-24,8908.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-24,8908.0,Soft Drink,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8906.0,Soft Drink,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8905.0,2 Regular Non-veg@409,409.0,1.0,409.0,0.0,429.46,,Combos
2026-01,2026-01-24,8905.0,Combo Delight Non-veg,189.0,1.0,189.0,0.0,198.44,,Combos
2026-01,2026-01-24,8903.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-24,8902.0,Hot Chicken Pizza (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8902.0,Soft Drink,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8901.0,Mexican Veg Pizza (7 Inch),205.0,1.0,205.0,0.0,215.26,7 Inch,Veg Pizza
2026-01,2026-01-24,8901.0,Soft Drink,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8900.0,Supreme Veg Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Veg Pizza
2026-01,2026-01-24,8900.0,Greek Salad,179.0,1.0,179.0,0.0,187.94,,Salad
2026-01,2026-01-24,8899.0,Chicken Tikka Butter Masala (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-24,8899.0,Pepsi@40rs,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-24,8898.0,2 Regular Non-veg@409,489.0,1.0,489.0,0.0,513.46,,Combos
2026-01,2026-01-24,8897.0,Chicken Nuggets Burger,140.0,3.0,420.0,0.0,441.0,,Burger
2026-01,2026-01-24,8897.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-24,8896.0,Mexican Veg Pizza (12 Inch),545.0,1.0,545.0,0.0,572.26,12 Inch,Veg Pizza
2026-01,2026-01-24,8896.0,French Fries,95.0,2.0,190.0,0.0,199.5,,Munchies
2026-01,2026-01-24,8896.0,Fiery Chicken Pizza (9 Inch),445.0,1.0,445.0,0.0,467.26,9 Inch,Non Veg Pizza
2026-01,2026-01-24,8894.0,2 Medium Non-veg@759,859.0,1.0,859.0,0.0,901.96,,Combos
2026-01,2026-01-24,8894.0,Pepsi 250ml Pet,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8893.0,Loaded Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-24,8892.0,Mexicana Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Non Veg Pizza
2026-01,2026-01-24,8892.0,Garlic Bread With Cheese,155.0,1.0,155.0,0.0,162.76,,Garlic Bread
2026-01,2026-01-24,8891.0,Margherita Pizza (7 Inch),135.0,2.0,270.0,0.0,283.5,7 Inch,Veg Pizza
2026-01,2026-01-24,8891.0,Plain Cheese Pizza (7 Inch),135.0,1.0,135.0,0.0,141.76,7 Inch,Veg Pizza
2026-01,2026-01-24,8891.0,Fresh Lime Juice,40.0,1.0,40.0,0.0,42.0,,Shakes & Juices
2026-01,2026-01-24,8891.0,Pineapple Juice,80.0,1.0,80.0,0.0,84.0,,Shakes & Juices
2026-01,2026-01-24,8891.0,Soft Drink,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8890.0,2 Regular Non-veg@409,409.0,1.0,409.0,0.0,429.46,,Combos
2026-01,2026-01-24,8889.0,Chicken Pasta,275.0,2.0,550.0,0.0,577.5,,Pasta
2026-01,2026-01-24,8889.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-24,8888.0,2 Regular Non-veg@409,489.0,1.0,489.0,0.0,513.46,,Combos
2026-01,2026-01-24,8887.0,Super Saver Meal Medium,499.0,1.0,499.0,0.0,523.96,,Combos
2026-01,2026-01-24,8885.0,Combo Delight Veg,189.0,1.0,189.0,0.0,198.44,,Combos
2026-01,2026-01-24,8884.0,Veg Pasta,245.0,1.0,245.0,0.0,257.26,,Pasta
2026-01,2026-01-24,8884.0,Las Vegas Pizza (7 Inch),235.0,1.0,235.0,0.0,246.76,7 Inch,Veg Pizza
2026-01,2026-01-24,8884.0,Brownie,115.0,1.0,115.0,0.0,120.76,,Desserts
2026-01,2026-01-24,8883.0,Cheese N Corn Chicken (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8882.0,Cheese N Corn Chicken (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8881.0,Red Indian Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8880.0,Cheese N Corn Chicken (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8879.0,Paneer Tikka Butter Masala (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Veg Pizza
2026-01,2026-01-24,8879.0,Cheesy Fries,155.0,1.0,155.0,0.0,162.76,,Munchies
2026-01,2026-01-24,8879.0,Loaded Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-24,8878.0,Cheese N Corn Chicken (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8878.0,Pepsi 250ml Pet,20.0,2.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-24,8877.0,Chicken Nuggets,130.0,1.0,130.0,0.0,136.5,,Munchies
2026-01,2026-01-24,8875.0,Super Saver Meal Regular,299.0,1.0,299.0,0.0,313.96,,Combos
2026-01,2026-01-24,8874.0,Chicken Nuggets,130.0,1.0,130.0,0.0,136.5,,Munchies
2026-01,2026-01-24,8874.0,Bbq Chicken Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8873.0,Burger Combo @ 179,179.0,1.0,179.0,0.0,187.94,,Burger
2026-01,2026-01-24,8873.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-24,8873.0,Fresh Lime Juice,40.0,1.0,40.0,0.0,42.0,,Shakes & Juices
2026-01,2026-01-24,8873.0,Chicken Nuggets,130.0,1.0,130.0,0.0,136.5,,Munchies
2026-01,2026-01-24,8872.0,Sizzling Brownie,205.0,1.0,205.0,0.0,215.26,,Desserts
2026-01,2026-01-24,8871.0,Mexicana Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8871.0,Green Apple,99.0,1.0,99.0,0.0,103.96,,Mojitos
2026-01,2026-01-24,8871.0,Passion Fruit,99.0,1.0,99.0,0.0,103.96,,Mojitos
2026-01,2026-01-24,8870.0,Mushroom Delight Pizza (7 Inch),205.0,1.0,205.0,0.0,215.26,7 Inch,Veg Pizza
2026-01,2026-01-24,8870.0,Blue Mojito,99.0,1.0,99.0,0.0,103.96,,Mojitos
2026-01,2026-01-24,8869.0,Delicious Combo Delight Regular,449.0,1.0,449.0,0.0,471.46,,Combos
2026-01,2026-01-24,8868.0,Burger Combo @ 169,169.0,1.0,169.0,0.0,177.44,,Burger
2026-01,2026-01-24,8868.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-24,8867.0,Watermelon Juice,80.0,1.0,80.0,0.0,84.0,,Shakes & Juices
2026-01,2026-01-24,8867.0,Pineapple Juice,80.0,1.0,80.0,0.0,84.0,,Shakes & Juices
2026-01,2026-01-24,8867.0,Cheesy Fries,155.0,1.0,155.0,0.0,162.76,,Munchies
2026-01,2026-01-24,8866.0,Hot Treat Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-24,8866.0,Garlic Bread,120.0,1.0,120.0,0.0,126.0,,Garlic Bread
2026-01,2026-01-24,8866.0,Loaded Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-24,8866.0,Chicken Nuggets,130.0,1.0,130.0,0.0,136.5,,Munchies
2026-01,2026-01-24,8865.0,Burger Combo @ 169,169.0,4.0,676.0,0.0,709.8,,Burger
2026-01,2026-01-24,8865.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-24,8865.0,Slice 200ml,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8865.0,Bbq Chicken Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-24,8864.0,Bbq Chicken Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-24,8864.0,7up 250ml Pet,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-24,8863.0,BBQ & Onion Pizza (12 Inch),655.0,1.0,655.0,0.0,687.76,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8957.0,Combo Delight Non-veg,189.0,1.0,189.0,0.0,198.44,,Combos
2026-01,2026-01-25,8956.0,Plain Cheese Pizza (7 Inch),135.0,1.0,135.0,0.0,141.76,7 Inch,Veg Pizza
2026-01,2026-01-25,8955.0,7up 330ml Can,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-25,8954.0,Burger Combo @ 179,179.0,2.0,358.0,0.0,375.9,,Burger
2026-01,2026-01-25,8954.0,Super Saver Meal Medium,499.0,2.0,998.0,0.0,1047.9,,Combos
2026-01,2026-01-25,8953.0,Regular Chicken Burger,105.0,2.0,210.0,0.0,220.5,,Burger
2026-01,2026-01-25,8952.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-25,8952.0,Tender Coconut,99.0,1.0,99.0,0.0,99.0,,Shakes & Juices
2026-01,2026-01-25,8952.0,Brownie With Ice Cream,189.0,1.0,189.0,0.0,198.44,,Desserts
2026-01,2026-01-25,8951.0,2 Regular Non-veg@409,449.0,1.0,449.0,0.0,471.46,,Combos
2026-01,2026-01-25,8951.0,Mambo Combo Pizza (7 Inch),315.0,1.0,315.0,0.0,330.76,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8951.0,Veg Burger,90.0,1.0,90.0,0.0,94.5,,Burger
2026-01,2026-01-25,8951.0,Chicken Nuggets,130.0,1.0,130.0,0.0,136.5,,Munchies
2026-01,2026-01-25,8951.0,Cheesy Fries,155.0,1.0,155.0,0.0,162.76,,Munchies
2026-01,2026-01-25,8951.0,Pepsi@40rs,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-25,8951.0,Mexican Veg Pizza (7 Inch),205.0,1.0,205.0,0.0,215.26,7 Inch,Veg Pizza
2026-01,2026-01-25,8951.0,Chicken Popcorn,135.0,1.0,135.0,0.0,141.76,,Munchies
2026-01,2026-01-25,8951.0,Tender Coconut,99.0,1.0,99.0,0.0,99.0,,Shakes & Juices
2026-01,2026-01-25,8951.0,Chocolate Shake,99.0,1.0,99.0,0.0,99.0,,Shakes & Juices
2026-01,2026-01-25,8950.0,Regular Chicken Burger,105.0,1.0,105.0,0.0,110.26,,Burger
2026-01,2026-01-25,8950.0,Chikku Shake,89.0,1.0,89.0,0.0,89.0,,Shakes & Juices
2026-01,2026-01-25,8949.0,Tender Coconut,99.0,1.0,99.0,0.0,99.0,,Shakes & Juices
2026-01,2026-01-25,8948.0,Chicken Pasta,275.0,3.0,825.0,0.0,866.26,,Pasta
2026-01,2026-01-25,8947.0,7up 330ml Can,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-25,8946.0,Pineapple Juice,80.0,2.0,160.0,0.0,168.0,,Shakes & Juices
2026-01,2026-01-25,8946.0,Mint Lime Juice,45.0,3.0,135.0,0.0,141.76,,Shakes & Juices
2026-01,2026-01-25,8946.0,Mexicana Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8946.0,French Fries,95.0,2.0,190.0,0.0,199.5,,Munchies
2026-01,2026-01-25,8946.0,Mint Lime Juice,45.0,1.0,45.0,0.0,47.26,,Shakes & Juices
2026-01,2026-01-25,8946.0,Blue Mojito,99.0,1.0,99.0,0.0,103.96,,Mojitos
2026-01,2026-01-25,8945.0,Cheese N Corn Chicken (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8945.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-25,8944.0,Mexicana Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8943.0,Bbq Chicken Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-25,8942.0,Mineral Water,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-25,8941.0,Super Saver Meal Medium,499.0,1.0,499.0,0.0,523.96,,Combos
2026-01,2026-01-25,8940.0,Bbq Chicken Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8940.0,Bbq Chicken Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8939.0,Mexicana Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-25,8939.0,Loaded Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-25,8939.0,Chikku Shake,89.0,2.0,178.0,0.0,178.0,,Shakes & Juices
2026-01,2026-01-25,8939.0,Grapes Juice,80.0,1.0,80.0,0.0,84.0,,Shakes & Juices
2026-01,2026-01-25,8938.0,French Fries,95.0,2.0,190.0,0.0,199.5,,Munchies
2026-01,2026-01-25,8937.0,Mushroom Delight Pizza (9 Inch),385.0,1.0,385.0,0.0,404.26,9 Inch,Veg Pizza
2026-01,2026-01-25,8937.0,Mexicana Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8937.0,Veg Pasta,245.0,1.0,245.0,0.0,257.26,,Pasta
2026-01,2026-01-25,8936.0,Bbq Chicken Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8936.0,French Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-25,8936.0,Greek Chicken Salad[non-veg],189.0,1.0,189.0,0.0,198.44,,Salad
2026-01,2026-01-25,8935.0,Bbq Chicken Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8934.0,Hawaiian Chicken Pizza (12 Inch),725.0,1.0,725.0,0.0,761.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8934.0,Paneer Tikka Butter Masala (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Veg Pizza
2026-01,2026-01-25,8934.0,Brownie With Ice Cream,189.0,1.0,189.0,0.0,198.44,,Desserts
2026-01,2026-01-25,8933.0,2 Regular Non-veg@409,489.0,1.0,489.0,0.0,513.46,,Combos
2026-01,2026-01-25,8932.0,Spicy N Hot Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Veg Pizza
2026-01,2026-01-25,8932.0,Chicken Tikka Butter Masala (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8931.0,Mexicana Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-25,8930.0,Bbq Chicken Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8929.0,Loaded Fries,185.0,1.0,185.0,0.0,194.26,,Munchies
2026-01,2026-01-25,8929.0,Regular Chicken Burger,105.0,2.0,210.0,0.0,220.5,,Burger
2026-01,2026-01-25,8928.0,Garlic Bread With Cheese,155.0,1.0,155.0,0.0,162.76,,Garlic Bread
2026-01,2026-01-25,8927.0,Tandoori Chicken Pizza (12 Inch),685.0,1.0,685.0,0.0,719.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8926.0,Garlic Bread Supreme[non-veg],185.0,2.0,370.0,0.0,388.5,,Garlic Bread
2026-01,2026-01-25,8925.0,Mineral Water,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-25,8924.0,New York Pizza (12 Inch),725.0,1.0,725.0,0.0,761.26,12 Inch,Non Veg Pizza
2026-01,2026-01-25,8924.0,Fresh Lime Juice,40.0,1.0,40.0,0.0,42.0,,Shakes & Juices
2026-01,2026-01-25,8923.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-25,8922.0,Hot Chicken Pizza (7 Inch),245.0,1.0,245.0,0.0,257.26,7 Inch,Non Veg Pizza
2026-01,2026-01-25,8922.0,Mint Lime Juice,45.0,2.0,90.0,0.0,94.5,,Shakes & Juices
2026-01,2026-01-25,8921.0,2 Regular Non-veg@409,409.0,1.0,409.0,0.0,429.46,,Combos
2026-01,2026-01-25,8921.0,Supreme Veg Pizza (7 Inch),299.0,1.0,299.0,0.0,313.96,7 Inch,Veg Pizza
2026-01,2026-01-25,8920.0,Tomatino Pizza (9 Inch),385.0,1.0,385.0,0.0,404.26,9 Inch,Veg Pizza
2026-01,2026-01-25,8920.0,French Fries,95.0,1.0,95.0,0.0,99.76,,Munchies
2026-01,2026-01-25,8920.0,7up 250ml Pet,20.0,1.0,20.0,0.0,20.0,,Soft Drinks
2026-01,2026-01-25,8919.0,Butter Chicken Pizza (9 Inch),475.0,1.0,475.0,0.0,498.76,9 Inch,Non Veg Pizza
2026-01,2026-01-25,8919.0,Veg Pasta,245.0,1.0,245.0,0.0,257.26,,Pasta
2026-01,2026-01-25,8919.0,7up@40rs,40.0,1.0,40.0,0.0,40.0,,Soft Drinks
2026-01,2026-01-25,8918.0,Burger Combo @ 179,179.0,1.0,179.0,0.0,187.94,,Burger
